object_id,image_path,image_name
object_004,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_004/img_019.jpg,img_019.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_001.jpg,img_001.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_002.jpg,img_002.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_003.jpg,img_003.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_004.jpg,img_004.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_005.jpg,img_005.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_006.jpg,img_006.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_007.jpg,img_007.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_008.jpg,img_008.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_009.jpg,img_009.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_010.jpg,img_010.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_011.jpg,img_011.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_012.jpg,img_012.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_013.jpg,img_013.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_014.jpg,img_014.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_015.jpg,img_015.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_016.jpg,img_016.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_017.jpg,img_017.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_018.jpg,img_018.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_019.jpg,img_019.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_020.jpg,img_020.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_021.jpg,img_021.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_022.jpg,img_022.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_023.jpg,img_023.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_024.jpg,img_024.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_025.jpg,img_025.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_026.jpg,img_026.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_027.jpg,img_027.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_028.jpg,img_028.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_029.jpg,img_029.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_030.jpg,img_030.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_031.jpg,img_031.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_032.jpg,img_032.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_033.jpg,img_033.jpg
object_005,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_005/img_034.jpg,img_034.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_001.jpg,img_001.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_002.jpg,img_002.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_003.jpg,img_003.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_004.jpg,img_004.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_005.jpg,img_005.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_006.jpg,img_006.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_007.jpg,img_007.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_008.jpg,img_008.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_009.jpg,img_009.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_010.jpg,img_010.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_011.jpg,img_011.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_012.jpg,img_012.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_013.jpg,img_013.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_014.jpg,img_014.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_015.jpg,img_015.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_016.jpg,img_016.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_017.jpg,img_017.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_018.jpg,img_018.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_019.jpg,img_019.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_020.jpg,img_020.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_021.jpg,img_021.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_022.jpg,img_022.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_023.jpg,img_023.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_024.jpg,img_024.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_025.jpg,img_025.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_026.jpg,img_026.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_027.jpg,img_027.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_028.jpg,img_028.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_029.jpg,img_029.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_030.jpg,img_030.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_031.jpg,img_031.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_032.jpg,img_032.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_033.jpg,img_033.jpg
object_006,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_006/img_034.jpg,img_034.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_001.jpg,img_001.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_002.jpg,img_002.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_003.jpg,img_003.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_004.jpg,img_004.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_005.jpg,img_005.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_006.jpg,img_006.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_007.jpg,img_007.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_008.jpg,img_008.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_009.jpg,img_009.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_010.jpg,img_010.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_011.jpg,img_011.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_012.jpg,img_012.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_013.jpg,img_013.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_014.jpg,img_014.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_015.jpg,img_015.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_016.jpg,img_016.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_017.jpg,img_017.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_018.jpg,img_018.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_019.jpg,img_019.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_020.jpg,img_020.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_021.jpg,img_021.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_022.jpg,img_022.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_023.jpg,img_023.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_024.jpg,img_024.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_025.jpg,img_025.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_026.jpg,img_026.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_027.jpg,img_027.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_028.jpg,img_028.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_029.jpg,img_029.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_030.jpg,img_030.jpg
object_007,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_007/img_031.jpg,img_031.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_001.jpg,img_001.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_002.jpg,img_002.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_003.jpg,img_003.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_004.jpg,img_004.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_005.jpg,img_005.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_006.jpg,img_006.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_007.jpg,img_007.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_008.jpg,img_008.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_009.jpg,img_009.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_010.jpg,img_010.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_011.jpg,img_011.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_012.jpg,img_012.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_013.jpg,img_013.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_014.jpg,img_014.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_015.jpg,img_015.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_016.jpg,img_016.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_017.jpg,img_017.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_018.jpg,img_018.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_019.jpg,img_019.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_020.jpg,img_020.jpg
object_008,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_008/img_021.jpg,img_021.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_001.jpg,img_001.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_002.jpg,img_002.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_003.jpg,img_003.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_004.jpg,img_004.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_005.jpg,img_005.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_006.jpg,img_006.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_007.jpg,img_007.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_008.jpg,img_008.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_009.jpg,img_009.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_010.jpg,img_010.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_011.jpg,img_011.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_012.jpg,img_012.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_013.jpg,img_013.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_014.jpg,img_014.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_015.jpg,img_015.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_016.jpg,img_016.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_017.jpg,img_017.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_018.jpg,img_018.jpg
object_009,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_009/img_019.jpg,img_019.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_001.jpg,img_001.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_002.jpg,img_002.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_003.jpg,img_003.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_004.jpg,img_004.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_005.jpg,img_005.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_006.jpg,img_006.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_007.jpg,img_007.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_008.jpg,img_008.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_009.jpg,img_009.jpg
object_010,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_010/img_010.jpg,img_010.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_001.jpg,img_001.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_002.jpg,img_002.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_003.jpg,img_003.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_004.jpg,img_004.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_005.jpg,img_005.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_006.jpg,img_006.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_007.jpg,img_007.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_008.jpg,img_008.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_009.jpg,img_009.jpg
object_011,/Users/memerchik/Documents/GitHub/aister_prototypes/case-study-1/data/dataset_dev/gallery/object_011/img_010.jpg,img_010.jpg
